City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tolanaro,-25.0319,46.9987,297.19,83,40,7.2,MG,1706841907
364,constantia,44.1833,28.65,273.54,68,72,5.31,RO,1706841845
365,bay roberts,47.5999,-53.2648,271.01,92,86,2.12,CA,1706841907
366,brookings,44.3114,-96.7984,276.15,94,0,5.66,US,1706841719
367,mpika,-11.8343,31.4529,288.94,98,97,1.14,ZM,1706841908
368,mannarakkat,10.9833,76.4667,298.08,65,90,1.3,IN,1706841908
369,mossel bay,-34.1831,22.146,294.11,93,27,3.49,ZA,1706841908
370,feodosiya,45.0333,35.3833,278.32,67,100,0.89,UA,1706841909
371,el granada,37.5027,-122.4694,285.83,88,75,3.09,US,1706841909
372,nova vicosa,-17.8919,-39.3719,297.22,88,14,2.97,BR,1706841910
373,vila velha,-20.3297,-40.2925,299.12,92,40,3.6,BR,1706841910
374,mejit,10.2753,170.8646,299.77,85,100,10.58,MH,1706841910
375,usinsk,65.9939,57.5281,264.86,95,91,7.6,RU,1706841911
376,brisas de zicatela,15.8369,-97.0419,300.44,74,20,2.06,MX,1706841911
377,limbach-oberfrohna,50.8667,12.75,276.52,85,100,4.55,DE,1706841911
378,nyurba,63.2842,118.3319,248.06,98,85,1.88,RU,1706841912
379,popondetta,-8.7537,148.2534,306.45,55,100,2.27,PG,1706841912
380,dakhla,23.6848,-15.958,292.68,40,0,6.16,EH,1706841912
381,wakkanai,45.4094,141.6739,265.14,65,75,9.77,JP,1706841913
382,cidreira,-30.1811,-50.2056,296.29,82,0,5.63,BR,1706841913
383,parabel',58.6978,81.4825,251.99,100,36,1.79,RU,1706841913
384,villanueva,15.3167,-88.0,293.73,94,75,1.54,HN,1706841895
385,mundra,22.85,69.7333,294.28,65,85,2.49,IN,1706841914
386,bel ombre,-4.6167,55.4167,300.06,89,40,2.06,SC,1706841914
387,hotan,37.0997,79.9269,269.46,78,99,1.44,CN,1706841914
388,lorengau,-2.0226,147.2712,302.41,74,96,4.58,PG,1706841915
389,ciudad lazaro cardenas,17.9583,-102.2,298.3,82,24,1.02,MX,1706841915
390,huambo,-12.7761,15.7392,290.04,100,75,0.0,AO,1706841915
391,gadzhiyevo,69.2551,33.3362,271.9,69,100,11.87,RU,1706841916
392,rabo de peixe,37.8,-25.5833,290.92,99,40,6.17,PT,1706841734
393,muttupet,10.4,79.4833,300.19,78,42,2.8,IN,1706841916
394,ceeldheer,3.8488,47.1806,297.98,84,91,4.12,SO,1706841917
395,pahrump,36.2083,-115.9839,282.18,82,100,2.24,US,1706841917
396,paraiso,9.8383,-83.8656,292.68,97,97,1.58,CR,1706841918
397,wotho,10.1657,166.0102,299.74,85,22,11.04,MH,1706841918
398,tselina,46.5338,41.0328,275.97,90,100,6.4,RU,1706841918
399,ghat,24.9647,10.1728,280.97,41,0,1.93,LY,1706841919
400,as saffaniyah,27.9708,48.73,285.57,59,0,6.83,SA,1706841919
401,meadow lakes,61.6247,-149.6011,254.61,79,0,0.0,US,1706841919
402,magadan,59.5667,150.8,249.71,81,9,2.54,RU,1706841919
403,sinjai,-5.1241,120.253,304.28,65,86,2.18,ID,1706841920
404,maragogi,-9.0122,-35.2225,298.89,77,27,3.76,BR,1706841920
405,alta,69.9689,23.2717,269.37,87,75,13.41,NO,1706841920
406,koungou,-12.7336,45.2042,300.99,78,0,3.6,YT,1706841921
407,kalengwa,-13.4659,25.0027,290.1,98,98,1.5,ZM,1706841921
408,concepcion de la sierra,-27.9831,-55.5203,298.51,59,0,2.24,AR,1706841921
409,karratha,-20.7377,116.8463,307.77,48,71,7.06,AU,1706841922
410,wellston,39.1234,-82.5329,281.3,94,100,2.44,US,1706841669
411,luderitz,-26.6481,15.1594,294.11,79,60,3.53,NA,1706841922
412,tangalle,6.024,80.7911,299.24,86,29,3.34,LK,1706841922
413,samraong,12.4526,105.5873,305.26,45,39,1.64,KH,1706841923
414,namsos,64.4662,11.4957,276.18,80,100,4.63,NO,1706841923
415,villamontes,-21.25,-63.5,295.3,91,100,2.42,BO,1706841924
416,kamaishi,39.2667,141.8833,274.99,41,52,2.48,JP,1706841924
417,lubuklinggau,-3.3,102.8667,302.38,67,100,0.73,ID,1706841924
418,sao vicente,-23.9631,-46.3919,298.3,26,24,0.63,BR,1706841924
419,san patricio,28.017,-97.5169,293.06,84,18,4.62,US,1706841925
420,sinabang,2.4803,96.3801,301.12,80,94,2.19,ID,1706841925
421,ancud,-41.8697,-73.8203,287.95,95,100,2.22,CL,1706841925
422,waingapu,-9.6567,120.2641,305.66,55,43,4.76,ID,1706841925
423,colombo,6.9319,79.8478,298.12,82,88,1.86,LK,1706841926
424,broken hill,-31.95,141.4333,302.96,19,0,6.83,AU,1706841926
425,magong,23.5654,119.5863,293.77,90,98,9.93,TW,1706841926
426,armidale,-30.5167,151.65,304.31,30,11,4.7,AU,1706841927
427,salinopolis,-0.6136,-47.3561,298.85,91,96,3.98,BR,1706841927
428,lappeenranta,61.0587,28.1887,271.37,67,100,6.69,FI,1706841927
429,praia da vitoria,38.7333,-27.0667,289.68,100,75,4.08,PT,1706841927
430,port moresby,-9.4431,147.1797,304.83,58,75,10.29,PG,1706841928
431,kirando,-7.4167,30.6,294.54,83,100,1.5,TZ,1706841928
432,timbuktu,16.7735,-3.0074,292.92,14,100,4.62,ML,1706841928
433,ostersund,63.1792,14.6357,271.4,86,20,8.23,SE,1706841929
434,barcelona,41.3888,2.159,286.23,76,0,5.66,ES,1706841829
435,la ronge,55.1001,-105.2842,275.29,75,0,2.06,CA,1706841929
436,ryotsu-minato,38.0833,138.4333,276.03,55,100,2.34,JP,1706841930
437,pacific grove,36.6177,-121.9166,284.97,89,100,0.89,US,1706841660
438,crane,31.3974,-102.3501,290.1,46,11,6.75,US,1706841930
439,karungdong,5.8844,121.263,299.62,83,96,1.16,PH,1706841930
440,abadan,30.3392,48.3043,283.12,81,6,5.14,IR,1706841931
441,tebingtinggi,3.3285,99.1625,302.9,67,95,0.49,ID,1706841931
442,nizhnevartovsk,60.9344,76.5531,254.27,92,0,1.0,RU,1706841931
443,pisco,-13.7,-76.2167,297.18,78,0,5.66,PE,1706841931
444,oye-plage,50.9771,2.0428,280.36,82,44,7.8,FR,1706841932
445,lodwar,3.1191,35.5973,300.75,44,100,2.51,KE,1706841932
446,ashta,23.0167,76.7167,292.55,45,68,1.76,IN,1706841932
447,hadibu,12.65,54.0333,296.63,81,37,1.19,YE,1706841933
448,bonoua,5.2741,-3.595,300.94,90,52,0.75,CI,1706841933
449,kerikeri,-35.2268,173.9474,299.21,67,87,0.45,NZ,1706841933
450,frydek-mistek,49.6833,18.35,276.72,84,100,4.12,CZ,1706841933
451,totness,5.8833,-56.3167,298.03,81,99,4.72,SR,1706841934
452,cefalu,38.0386,14.0229,282.36,75,96,1.34,IT,1706841934
453,laojunmiao,39.8333,97.7333,264.72,57,10,4.11,CN,1706841934
454,mahajanga,-15.7167,46.3167,297.16,94,40,1.03,MG,1706841934
455,belyy yar,53.6039,91.3903,248.09,92,85,0.0,RU,1706841935
456,serenje,-13.2325,30.2352,288.45,96,33,1.45,ZM,1706841935
457,chibougamau,49.9168,-74.3659,263.94,92,100,3.6,CA,1706841935
458,kismayo,-0.3582,42.5454,298.64,85,96,4.6,SO,1706841936
459,altamirano,16.8833,-92.15,284.87,96,79,0.85,MX,1706841936
460,trinidad,-14.8333,-64.9,298.94,81,29,1.01,BO,1706841936
461,thames,-37.1333,175.5333,297.06,62,96,6.82,NZ,1706841937
462,williams,52.1415,-122.1445,281.91,76,75,5.66,CA,1706841937
463,rikaze,29.25,88.8833,269.45,37,0,1.94,CN,1706841937
464,kilju,40.9642,129.3278,270.72,53,3,1.29,KP,1706841938
465,bowen,-20.0167,148.2333,302.1,71,98,5.99,AU,1706841938
466,bayanaul,50.7889,75.6956,261.33,83,100,6.94,KZ,1706841938
467,dzhangala,49.2167,50.3333,272.46,96,100,6.43,KZ,1706841938
468,gwoza,11.1036,13.713,290.69,33,59,1.82,NG,1706841939
469,darhan,49.4867,105.9228,249.49,93,38,1.7,MN,1706841939
470,san isidro,-12.1167,-77.05,299.83,73,0,5.66,PE,1706841939
471,santa ana de yacuma,-13.75,-65.4333,301.14,72,59,3.26,BO,1706841939
472,sisophon,13.5859,102.9737,304.86,52,14,2.7,KH,1706841940
473,kimbe,-5.5502,150.1429,301.51,82,98,2.77,PG,1706841940
474,nizhneangarsk,55.7833,109.55,250.64,81,33,0.21,RU,1706841940
475,gilgit,35.9221,74.3087,269.11,71,43,1.46,PK,1706841851
476,coquimbo,-29.9533,-71.3436,291.0,88,0,3.09,CL,1706841940
477,mossendjo,-2.9506,12.7261,294.29,99,100,0.16,CG,1706841941
478,mao,39.8885,4.2658,284.46,100,75,1.54,ES,1706841941
479,skhirate,33.8498,-7.0404,287.77,74,0,0.79,MA,1706841941
480,moree,-29.4667,149.85,309.19,26,8,3.95,AU,1706841942
481,balabac,7.9868,117.0645,301.35,74,78,6.53,PH,1706841942
482,cheremukhovo,60.3484,59.9851,253.13,100,37,1.34,RU,1706841942
483,jaguaruna,-28.615,-49.0256,294.26,84,23,1.26,BR,1706841942
484,eureka,40.8021,-124.1637,283.52,94,100,1.34,US,1706841645
485,kapa'a,22.0752,-159.319,299.14,78,100,0.0,US,1706841943
486,ad dilam,23.9915,47.1627,287.38,35,93,6.12,SA,1706841943
487,tahe,52.3333,124.7333,256.41,68,49,2.38,CN,1706841943
488,puerto deseado,-47.7503,-65.8938,296.15,34,100,5.47,AR,1706841943
489,lieksa,63.3167,30.0167,269.39,93,100,9.75,FI,1706841944
490,usogorsk,63.4106,48.6872,268.52,95,100,4.89,RU,1706841944
491,ormara,25.2088,64.6357,295.79,68,59,1.84,PK,1706841944
492,diego de almagro,-26.3667,-70.05,293.53,59,0,0.82,CL,1706841944
493,bobo-dioulasso,11.1771,-4.2979,296.4,23,100,3.09,BF,1706841945
494,kemi,65.8596,24.8228,271.02,54,0,7.2,FI,1706841945
495,klaksvik,62.2266,-6.589,282.66,93,100,15.4,FO,1706841945
496,egilsstadir,65.2653,-14.3948,273.1,86,100,1.54,IS,1706841945
497,hiratacho,35.4333,132.8167,280.16,57,20,4.12,JP,1706841946
498,talata mafara,12.5732,6.0597,293.04,15,7,5.46,NG,1706841946
499,sampit,-2.5333,112.95,302.74,77,88,0.9,ID,1706841946
500,mondlo,-27.983,30.7177,290.96,69,99,1.57,ZA,1706841946
501,necochea,-38.5473,-58.7368,297.58,59,99,5.68,AR,1706841947
502,port saint john's,-31.6229,29.5448,295.84,89,100,5.43,ZA,1706841947
503,pangody,65.85,74.4859,261.58,92,100,7.93,RU,1706841947
504,mudanya,40.3753,28.8822,276.92,83,5,1.56,TR,1706841948
505,monticello,45.3055,-93.7941,276.8,84,40,3.6,US,1706841849
506,sao felix do xingu,-6.6447,-51.995,296.24,99,100,1.21,BR,1706841948
507,stjordalshalsen,63.4681,10.9262,275.15,69,75,8.23,NO,1706841948
508,alnwick,55.4132,-1.7056,283.2,81,100,11.83,GB,1706841949
509,vilyuysk,63.7553,121.6247,246.48,99,97,2.24,RU,1706841949
510,tindouf,27.6711,-8.1474,283.4,29,0,2.57,DZ,1706841949
511,yeppoon,-23.1333,150.7333,305.03,59,3,4.82,AU,1706841949
512,idri,27.5,13.2667,278.04,55,0,1.01,LY,1706841950
513,los osos,35.3111,-120.8324,286.31,87,0,2.06,US,1706841950
514,kone,-21.0595,164.8658,297.56,94,100,2.24,NC,1706841950
515,semnan,35.5729,53.3971,275.71,73,100,3.91,IR,1706841950
516,castellet,41.2628,1.6337,285.82,82,42,2.68,ES,1706841951
517,marumori,37.9167,140.7667,281.43,41,86,2.02,JP,1706841951
518,toba,34.4833,136.85,279.31,58,60,3.58,JP,1706841951
519,labrador city,52.9463,-66.9114,239.1,68,0,1.54,CA,1706841951
520,port-gentil,-0.7193,8.7815,301.18,75,99,2.56,GA,1706841952
521,hilo,19.7297,-155.09,300.42,79,100,4.12,US,1706841904
522,fairbanks,64.8378,-147.7164,238.66,69,75,0.0,US,1706841714
523,nova sintra,14.8667,-24.7167,294.58,68,27,5.36,CV,1706841952
524,kosan,38.8558,127.4181,273.3,78,86,0.36,KP,1706841953
525,great falls,47.5002,-111.3008,285.6,50,0,4.63,US,1706841721
526,gumdag,39.2061,54.5906,274.87,73,19,5.53,TM,1706841953
527,argo,37.6333,22.7333,278.58,50,11,1.51,GR,1706841953
528,northam,51.0333,-4.2167,284.07,97,100,6.65,GB,1706841953
529,ruteng,-8.6136,120.4721,299.09,54,59,1.46,ID,1706841954
530,ad dabbah,18.05,30.95,282.55,33,0,4.08,SD,1706841954
531,san luis,-33.295,-66.3356,301.04,35,0,6.09,AR,1706841699
532,flekkefjord,58.2971,6.6607,279.23,98,100,4.72,NO,1706841954
533,guerrero negro,27.9769,-114.0611,291.08,71,43,7.78,MX,1706841955
534,chegdomyn,51.1167,133.0167,249.16,83,19,0.77,RU,1706841955
535,al burayqah,30.4062,19.5739,288.06,57,97,4.59,LY,1706841955
536,carnarvon,-24.8667,113.6333,302.69,60,20,5.16,AU,1706841955
537,shannon,52.7039,-8.8642,284.34,87,75,3.6,IE,1706841956
538,baruun-urt,46.6806,113.2792,252.14,86,25,0.13,MN,1706841956
539,kotido,2.9806,34.1331,295.34,50,93,2.65,UG,1706841956
540,carletonville,-26.3609,27.3977,286.42,74,15,4.28,ZA,1706841956
541,ponta delgada,37.7333,-25.6667,291.59,88,20,5.14,PT,1706841957
542,ungsang-nodongjagu,42.3578,130.4622,267.57,30,7,1.43,KP,1706841957
543,gidam,18.9833,81.4,296.32,56,5,0.73,IN,1706841957
544,ulladulla,-35.35,150.4667,306.91,67,38,5.24,AU,1706841958
545,santa cruz,-17.8,-63.1667,295.85,100,75,2.06,BO,1706841903
546,richards bay,-28.783,32.0377,293.97,93,5,2.09,ZA,1706841958
547,marsabit,2.3284,37.9899,292.29,67,100,5.68,KE,1706841958
548,raduzhny,62.0961,77.475,253.26,100,100,2.49,RU,1706841959
549,mount gambier,-37.8333,140.7667,295.57,35,0,4.31,AU,1706841959
550,colac,-38.3333,143.5833,294.91,34,0,4.81,AU,1706841959
551,sao jose da coroa grande,-8.8978,-35.1478,299.32,75,34,3.92,BR,1706841959
552,petatlan,17.5167,-101.2667,300.04,90,68,1.39,MX,1706841960
553,nizhnesortymskiy,62.4397,71.7603,254.35,99,99,4.45,RU,1706841960
554,codrington,-38.2667,141.9667,292.44,52,0,6.07,AU,1706841960
555,altamont,42.2068,-121.7372,277.26,86,20,1.79,US,1706841960
556,san miguel de cauri,-10.1,-76.5833,281.29,91,100,0.48,PE,1706841961
557,agadez,19.75,10.25,283.56,29,24,5.07,NE,1706841961
558,touros,-5.1989,-35.4608,300.07,75,39,5.35,BR,1706841961
559,kalevala,65.2,31.1667,267.09,90,99,3.58,RU,1706841961
560,kiunga,-6.1219,141.2906,307.05,47,95,2.24,PG,1706841962
561,mishan,45.55,131.8833,257.99,76,2,6.38,CN,1706841962
562,laungowal,30.2167,75.6833,283.39,89,0,1.61,IN,1706841962
563,arkhangel'sk,64.5401,40.5433,273.78,100,100,3.0,RU,1706841963
564,isokyro,63.0117,22.3333,272.06,75,4,5.23,FI,1706841963
565,eraan,9.0629,117.7016,303.71,57,49,2.03,PH,1706841963
566,fangshan,39.6983,115.9925,270.79,44,100,1.24,CN,1706841964
567,yung shue wan,22.2333,114.1167,298.6,83,52,4.82,HK,1706841964
568,nuku'alofa,-21.1333,-175.2,303.34,79,75,1.54,TO,1706841964
569,fortuna,40.5982,-124.1573,283.11,95,40,4.63,US,1706841964
570,bamna,23.0833,74.7667,293.06,50,55,0.27,IN,1706841965
571,lisala,2.15,21.5167,294.98,69,98,0.81,CD,1706841965
572,eydhafushi,5.1033,73.0708,301.03,76,100,5.38,MV,1706841965
573,ylitornio,66.3089,23.6773,267.21,75,100,4.13,FI,1706841966
574,changyon,38.2508,125.0961,272.71,56,5,2.7,KP,1706841966
575,shar'ya,58.3686,45.5144,270.92,95,100,3.58,RU,1706841966
576,springbok,-29.6643,17.8865,297.24,50,3,2.58,ZA,1706841966
577,inverell,-29.7833,151.1167,306.85,46,11,2.24,AU,1706841967
578,les cayes,18.2,-73.75,294.87,83,89,4.4,HT,1706841967
579,swakopmund,-22.6833,14.5333,291.62,90,100,2.08,NA,1706841967
580,wendo,6.6,38.4167,287.82,64,96,1.68,ET,1706841967
581,chingola,-12.529,27.8838,288.91,99,100,1.42,ZM,1706841968
582,ondo,7.1,4.8333,295.43,97,17,0.21,NG,1706841968
583,ascoli satriano,41.2061,15.5615,272.84,85,98,2.22,IT,1706841968
584,belalcazar,2.6547,-75.9928,290.62,96,91,0.51,CO,1706841968
585,berezovyy,51.6667,135.7,257.41,56,63,0.57,RU,1706841969
586,wynyard,-41.0,145.7167,292.37,38,5,7.04,AU,1706841969
587,nova xavantina,-14.6667,-52.35,296.52,91,71,0.76,BR,1706841969
588,maxixe,-23.8597,35.3472,296.47,87,28,3.5,MZ,1706841970
589,yermentau,51.6214,73.1069,260.53,94,97,4.85,KZ,1706841970
